,Compound,Negative,Neutral,Positive,Tweet Order,Tweet Text,Tweet Time,User
385,0.0,0.0,1.0,0.0,15,".@AlanDersh: “The court will be changed, that’s the reality of a presidential election.” https://t.co/oTHAaS3If0",Fri Oct 05 12:58:16 +0000 2018,@FoxNews
386,-0.4404,0.132,0.868,0.0,14,"RT @FoxBusiness: BREAKING NEWS: The U.S. economy added 134,000 jobs in September below analysts' expectations while the unemployment rate w…",Fri Oct 05 12:46:44 +0000 2018,@FoxNews
387,-0.4404,0.182,0.818,0.0,13,"RT @FoxBusiness: BREAKING NEWS: 134,000 jobs added in September's #JobsReport, unemployment at 3.7% https://t.co/DQCI2wTQmK",Fri Oct 05 12:46:30 +0000 2018,@FoxNews
388,0.0,0.0,1.0,0.0,12,.@FLOTUS feeds baby elephants in Kenya as visit focuses on wildlife conservation https://t.co/xZ5ibwEGp3,Fri Oct 05 12:34:56 +0000 2018,@FoxNews
389,0.5719,0.0,0.821,0.179,11,".@GeraldoRivera: “Elections have consequences. Donald Trump won the election, he gets the right to nominate the can… https://t.co/ccSE36xZFK",Fri Oct 05 12:13:20 +0000 2018,@FoxNews
390,0.3818,0.0,0.809,0.191,10,Two-Year-Old Girl Helps Dad Learn 'Pledge of Allegiance' for Citizenship Test https://t.co/F0OOHwwMOx,Fri Oct 05 12:05:43 +0000 2018,@FoxNews
391,0.5574,0.0,0.841,0.159,9,".@KellyannePolls: “The process has been thorough, it’s gone on much longer and much deeper than any Supreme Court J… https://t.co/IpGDXcFyLu",Fri Oct 05 11:47:17 +0000 2018,@FoxNews
392,0.0,0.0,1.0,0.0,8,.@ChuckGrassley: “We here on Capitol Hill have to set an example for civility.” https://t.co/ZyKqBIPczH,Fri Oct 05 11:38:31 +0000 2018,@FoxNews
393,0.3182,0.0,0.892,0.108,7,.@ChuckGrassley: “I’ve been trying to have a fair and thorough and open hearing and I think we have done exactly th… https://t.co/9EWFQ8FF1i,Fri Oct 05 11:36:08 +0000 2018,@FoxNews
394,0.0,0.0,1.0,0.0,6,".@STEPHMHAMILL: “At the end of the day, this has nothing to do with Judge Brett Kavanaugh. This is all about resist… https://t.co/65GncQ5ndQ",Fri Oct 05 11:22:16 +0000 2018,@FoxNews
395,0.0108,0.155,0.687,0.158,5,Beto O'Rourke: 'Don't think we're interested' in an Obama endorsement https://t.co/Cn9ORg5IFl https://t.co/UqnXYwxWRK,Fri Oct 05 11:17:45 +0000 2018,@FoxNews
396,0.872,0.0,0.586,0.414,4,Denis Mukwege and Nadia Murad have been named winners of the 2018 Nobel Peace Prize. https://t.co/tv3NoYX8qw https://t.co/WXggYyPp1b,Fri Oct 05 11:06:07 +0000 2018,@FoxNews
397,0.0258,0.0,0.945,0.055,3,Sailors aboard the amphibious dock landing ship USS Ashland (LSD 48) and Marines attached to the 31st Marine Expedi… https://t.co/XZIDO5gbFS,Fri Oct 05 10:52:00 +0000 2018,@FoxNews
398,0.0,0.0,1.0,0.0,2,"In an op-ed for @WSJ, Judge Brett Kavanaugh addressed his testimony to the Senate Judiciary Committee last week, sa… https://t.co/ihOL5DcEbF",Fri Oct 05 10:45:00 +0000 2018,@FoxNews
399,0.0,0.0,1.0,0.0,1,Melania Trump feeds baby elephants in Kenya as visit focuses on wildlife conservation https://t.co/qGgPrvqC6L,Fri Oct 05 10:30:00 +0000 2018,@FoxNews
400,0.4019,0.0,0.876,0.124,100,"RT @TomJolly: Here’s a look at the special section coming in the Sunday @nytimes, reprinting the two investigative stories on ⁦@realDonaldT…",Fri Oct 05 22:36:04 +0000 2018,@nytimes
401,0.2263,0.0,0.863,0.137,99,Here's a list of early voting dates for the states that allow it https://t.co/SNqAUsnLNe,Fri Oct 05 22:32:04 +0000 2018,@nytimes
402,0.1531,0.091,0.761,0.149,98,RT @MitchKSmith: Some jurors are now talking to reporters about the verdict. It sounds like the disagreement was on whether to convict on f…,Fri Oct 05 22:17:02 +0000 2018,@nytimes
403,-0.4215,0.149,0.851,0.0,97,Kerry James Marshall is exasperated by the potential sale of a public mural of his in Chicago https://t.co/vQngwgwTBs,Fri Oct 05 22:02:05 +0000 2018,@nytimes
404,-0.8176,0.254,0.746,0.0,96,"RT @MitchKSmith: For the first time in nearly 50 years, a Chicago police officer has been convicted of murder. Jason Van Dyke is guilty of…",Fri Oct 05 21:41:03 +0000 2018,@nytimes
405,0.8519,0.0,0.542,0.458,95,"RT @kimseverson: Dear Twitter,                              Here are the cookbooks we like best this season.                             Lo…",Fri Oct 05 21:20:04 +0000 2018,@nytimes
406,0.5346,0.0,0.81,0.19,94,"RT @MitchKSmith: Joseph McMahon, the special prosecutor, calls it a “gratifying verdict.” He adds: “But we all know that this verdict does…",Fri Oct 05 21:12:06 +0000 2018,@nytimes
407,0.8126,0.088,0.5,0.412,93,A top Democrat promised to open an investigation into accusations against Brett Kavanaugh if the party wins control… https://t.co/v8eOOGZT9d,Fri Oct 05 21:07:59 +0000 2018,@nytimes
408,0.0,0.0,1.0,0.0,92,"The NYT review of ""A Star Is Born"" https://t.co/4xofqZKIud",Fri Oct 05 21:00:21 +0000 2018,@nytimes
409,0.0,0.0,1.0,0.0,91,"RT @dagnysalas: Everything from @nytimes in one place on Brett Kavanaugh, how the Senate is voting and more https://t.co/vSNb9b9s8C",Fri Oct 05 20:45:05 +0000 2018,@nytimes
410,0.5927,0.0,0.839,0.161,90,"Employers added only 134,000 jobs to their payrolls last month, but the numbers are better than that single data po… https://t.co/SZQTr6f3wN",Fri Oct 05 20:35:03 +0000 2018,@nytimes
411,0.0,0.0,1.0,0.0,89,"RT @MitchKSmith: It is extraordinarily rare for a police officer to be convicted in an on-duty shooting. Last year, a series of closely wat…",Fri Oct 05 20:25:06 +0000 2018,@nytimes
412,0.8591,0.0,0.627,0.373,88,"Denis Mukwege is a Congolese gynecological surgeon who was awarded the Nobel Peace Prize. Over time, he has become… https://t.co/vrZouwyJIL",Fri Oct 05 20:15:04 +0000 2018,@nytimes
413,0.0,0.0,1.0,0.0,87,"Breaking News: Senator Joe Manchin, a Democrat up for re-election, said he’d vote to confirm Brett Kavanaugh shortl… https://t.co/Pbk3FCvlCq",Fri Oct 05 20:08:11 +0000 2018,@nytimes
414,0.5774,0.051,0.774,0.175,86,Review: “A Crooked Somebody” doesn’t mind watching its characters squirm a little. That’s tough for them but good f… https://t.co/sprCywFsRx,Fri Oct 05 20:00:10 +0000 2018,@nytimes
415,0.0,0.0,1.0,0.0,85,"Breaking News: Senator Susan Collins, a Republican, said she’d vote to confirm Judge Brett Kavanaugh to the Supreme… https://t.co/re7zrxaEV4",Fri Oct 05 19:52:45 +0000 2018,@nytimes
416,0.0,0.0,1.0,0.0,84,A sheet pan takes the concept of a one-pot meal and flips it onto a pan https://t.co/yjo0ldzyyZ https://t.co/HW77zqTVwZ,Fri Oct 05 19:45:06 +0000 2018,@nytimes
417,0.0,0.0,1.0,0.0,83,Her home in Vienna was confiscated by the Nazis in 1940. She later secretly moved back in and spied on the SS offic… https://t.co/UIfZQ2NrxO,Fri Oct 05 19:30:04 +0000 2018,@nytimes
418,0.4404,0.0,0.854,0.146,82,Conservatives hope to use the liberal opposition to Brett Kavanaugh’s nomination as a graphic example of the threat… https://t.co/Md7ORn1VQx,Fri Oct 05 19:15:06 +0000 2018,@nytimes
419,-0.8176,0.385,0.615,0.0,81,"RT @NYTNational: ⚡️ “Chicago officer found guilty of murder in Laquan McDonald case”

https://t.co/fNL73Or7El",Fri Oct 05 19:10:07 +0000 2018,@nytimes
420,0.0,0.0,1.0,0.0,80,Breaking News: A white Chicago police officer who shot a black teenager 16 times was convicted of second-degree mur… https://t.co/E11ELSygND,Fri Oct 05 19:02:43 +0000 2018,@nytimes
421,0.0,0.0,1.0,0.0,79,"For some, the sight of Melania Trump on a Kenyan safari wearing a white pith helmet — a common symbol of European c… https://t.co/xSkZPqb8XP",Fri Oct 05 19:00:10 +0000 2018,@nytimes
422,0.0,0.0,1.0,0.0,78,"5 million Americans make their own bullets and shells. They say it's a therapeutic hobby, a money-saver and a way t… https://t.co/CeXrrc4GU7",Fri Oct 05 18:45:09 +0000 2018,@nytimes
423,-0.2263,0.091,0.909,0.0,77,"In Opinion

Emma González writes, ""This isn’t something we are ever going to forget about. This isn’t something we… https://t.co/tXBQhvJ72K",Fri Oct 05 18:30:04 +0000 2018,@nytimes
424,0.0,0.0,1.0,0.0,76,"RT @NYTNational: “I flail, I gasp, and I make barbaric yawps — even though the pool I’m using is only four feet deep, even though I have a…",Fri Oct 05 18:20:05 +0000 2018,@nytimes
425,0.0,0.0,1.0,0.0,75,Here are the 4 key senators as the Senate moves toward a final vote Saturday on Judge Brett Kavanaugh https://t.co/J3v8dl9l5h,Fri Oct 05 18:10:03 +0000 2018,@nytimes
426,0.3818,0.0,0.841,0.159,74,"By the Book: What does Tom Hanks look for in a novel? ""Authenticity. I want to see the world accurately, and histor… https://t.co/eBRl9N9ntt",Fri Oct 05 17:55:03 +0000 2018,@nytimes
427,0.0,0.0,1.0,0.0,73,"Exactly one year ago, reporting on Harvey Weinstein unleashed a movement. What will the next year bring? It’s hard… https://t.co/IlgH7jKDzQ",Fri Oct 05 17:40:08 +0000 2018,@nytimes
428,0.0,0.0,1.0,0.0,72,Senator Lisa Murkowski was the only Republican to vote against moving ahead with Brett Kavanaugh’s confirmation to… https://t.co/Kb2Fcwfwzo,Fri Oct 05 17:25:07 +0000 2018,@nytimes
429,-0.5267,0.206,0.794,0.0,71,"Trump claimed, without proof, that some of the women protesting the nomination of Brett Kavanaugh by confronting se… https://t.co/VBy87p1J5h",Fri Oct 05 17:10:08 +0000 2018,@nytimes
430,0.0,0.0,1.0,0.0,70,There are many theories for why there are so few black kickers and punters at historically black colleges. Here are… https://t.co/9OaEv8LWqS,Fri Oct 05 16:55:06 +0000 2018,@nytimes
431,0.6369,0.0,0.811,0.189,69,"Modern Love: ""You can’t will the right man into your life simply by planning for him"" https://t.co/M8RNLZuJom [Corrects link]",Fri Oct 05 16:48:36 +0000 2018,@nytimes
432,0.6582,0.0,0.796,0.204,68,"Bradley Cooper was very excited to finally reveal ""A Star Is Born."" But he wasn't really excited to sit down and ex… https://t.co/tUbe3uNnGm",Fri Oct 05 16:40:08 +0000 2018,@nytimes
433,0.5859,0.096,0.667,0.237,67,"He has raced in a panda costume, passed up corporate cash and staged a huge upset. Meet Yuki Kawauchi, the great od… https://t.co/aEBdLsNZly",Fri Oct 05 16:25:06 +0000 2018,@nytimes
434,0.6369,0.0,0.792,0.208,66,"Modern Love: ""You can’t will the right man into your life simply by planning for him"" https://t.co/KCsNYNT0y0",Fri Oct 05 16:20:10 +0000 2018,@nytimes
435,-0.6486,0.193,0.807,0.0,65,"For months, a reputed mobster has been pursued by someone who wanted him dead. On Thursday, outside a McDonald’s in… https://t.co/YSL3JGfsez",Fri Oct 05 15:50:08 +0000 2018,@nytimes
436,0.6908,0.0,0.769,0.231,64,Democrats think Jacky Rosen can win a crucial Senate seat in Nevada. But first she needs to make an impression with… https://t.co/Bs0vZfS5IB,Fri Oct 05 15:35:04 +0000 2018,@nytimes
437,0.6249,0.145,0.485,0.37,63,"How special education is failing T.J., a friendly 12-year-old boy, and many children like him https://t.co/ixUXBFMCbr",Fri Oct 05 15:20:05 +0000 2018,@nytimes
438,-0.296,0.095,0.905,0.0,62,"RT @nytgraphics: Results of procedural vote to limit debate on Kavanaugh nomination and move it to a final vote.

Murkowski voted No.
Manch…",Fri Oct 05 15:11:25 +0000 2018,@nytimes
439,-0.2023,0.091,0.909,0.0,61,A Frenchman who threw an ashtray and hit a young woman outside a Paris cafe after she confronted him for catcalling… https://t.co/j93ymgomVF,Fri Oct 05 15:05:05 +0000 2018,@nytimes
440,-0.1779,0.098,0.837,0.065,60,Breaking News: Judge Brett Kavanaugh cleared a major hurdle as the Senate voted to cut off debate on his nomination… https://t.co/LjpcrnD5cx,Fri Oct 05 14:53:43 +0000 2018,@nytimes
441,0.5574,0.0,0.816,0.184,59,How every senator is voting on whether to advance Brett Kavanaugh's nomination to the Supreme Court https://t.co/VkRhEYzkV0,Fri Oct 05 14:44:02 +0000 2018,@nytimes
442,-0.3182,0.126,0.874,0.0,58,A divided Senate is headed toward a critical procedural vote Friday morning on the nomination of Brett Kavanaugh https://t.co/8kNRf7KGfh,Fri Oct 05 14:35:07 +0000 2018,@nytimes
443,0.0,0.0,1.0,0.0,57,"RT @MichaelPaulson: You might know him as the creator of “Rent.” But Jonathan Larson left behind much more music, and some of it is about t…",Fri Oct 05 14:25:01 +0000 2018,@nytimes
444,-0.3447,0.14,0.86,0.0,56,"""I have had people who will say no to that building because they don't want to line his pockets"" said a broker abou… https://t.co/9nVUWelQG6",Fri Oct 05 14:15:03 +0000 2018,@nytimes
445,-0.296,0.104,0.896,0.0,55,"""There's no fish in our 'fish,'"" said a fishmonger who opened what he says is London's first stand-alone vegan fish… https://t.co/sTClYcVXUI",Fri Oct 05 14:00:13 +0000 2018,@nytimes
446,0.0,0.0,1.0,0.0,54,"""The vice president attempted to shift public scrutiny from Russia to China,"" said a senior fellow at the Brookings… https://t.co/p9sEpFda9H",Fri Oct 05 13:44:01 +0000 2018,@nytimes
447,0.0,0.0,1.0,0.0,53,"Cindy Sherman has recently taken to Instagram, where she has been producing a series of images utterly unlike anyth… https://t.co/dbFF2G1Rpr",Fri Oct 05 13:31:04 +0000 2018,@nytimes
448,0.34,0.0,0.806,0.194,52,Our cybersecurity reporter @sheeraf explains how she safeguards her devices https://t.co/wqFo3CVKDw,Fri Oct 05 13:16:04 +0000 2018,@nytimes
449,-0.4215,0.141,0.859,0.0,51,John Paul Stevens said that Judge Brett Kavanaugh's statements at the hearings revealed prejudices that would make… https://t.co/YgRuYlzrAY,Fri Oct 05 13:00:09 +0000 2018,@nytimes
450,0.0,0.0,1.0,0.0,50,"His post and movement, #squatforchange, reignited the conversation about how changing stations are more commonly fo… https://t.co/6zyqvXuFQZ",Fri Oct 05 12:45:05 +0000 2018,@nytimes
451,0.0,0.0,1.0,0.0,49,"Breaking News: The U.S. economy added 134,000 jobs in September, extending a record run of hiring to eight full yea… https://t.co/YeWJ2PTQnn",Fri Oct 05 12:38:07 +0000 2018,@nytimes
452,0.0,0.0,1.0,0.0,48,"Joel Kaplan, Facebook's vice president for global public policy, sat two rows behind Judge Brett Kavanaugh at his t… https://t.co/amvlqylND2",Fri Oct 05 12:30:12 +0000 2018,@nytimes
453,0.4019,0.0,0.847,0.153,47,What lawmakers from both parties had to say about the FBI report on Brett Kavanaugh https://t.co/pw5EmRWZsk,Fri Oct 05 12:16:02 +0000 2018,@nytimes
454,0.0,0.0,1.0,0.0,46,"Your daily @DealBook Briefing:

• A report on Chinese spy chips sparks a heated debate. 

• Elon Musk still isn't p… https://t.co/WjEsidnTzB",Fri Oct 05 12:00:11 +0000 2018,@nytimes
455,-0.6369,0.215,0.785,0.0,45,"""By recounting what happened to us, we relived our pain and risked being judged harshly by those around us,"" Nadia… https://t.co/inBZZniHpL",Fri Oct 05 11:44:01 +0000 2018,@nytimes
456,-0.4939,0.189,0.811,0.0,44,President Trump mocked former Senator Al Franken for folding “like a wet rag” and quickly resigning last year in th… https://t.co/M9odjDB4qV,Fri Oct 05 11:30:12 +0000 2018,@nytimes
457,-0.5859,0.183,0.817,0.0,43,"In Opinion

Op-Ed contributor @rgay writes: ""Despite everything we know about the prevalence of sexual assault and… https://t.co/Ci4cIUT6d7",Fri Oct 05 11:15:04 +0000 2018,@nytimes
458,0.0,0.0,1.0,0.0,42,RT @katierogers: FLOTUS dances with orphans in Kenya https://t.co/IhyHfMGtOJ,Fri Oct 05 11:11:03 +0000 2018,@nytimes
459,0.0,0.0,1.0,0.0,41,What the FBI found out (or didn't) about Judge Brett Kavanaugh https://t.co/QNCJ7AHKZR https://t.co/NRoWkNpnLk,Fri Oct 05 11:00:07 +0000 2018,@nytimes
460,0.7506,0.122,0.565,0.312,40,"Denis Mukwege and Nadia Murad won the Nobel Peace Prize ""for their efforts to end the use of sexual violence as a w… https://t.co/VABpgfQYLK",Fri Oct 05 10:44:03 +0000 2018,@nytimes
461,0.4215,0.0,0.877,0.123,39,"The United States has long used its economic and financial power to pursue its foreign policy goals. But last week,… https://t.co/AopS08hqbE",Fri Oct 05 10:30:04 +0000 2018,@nytimes
462,0.0,0.0,1.0,0.0,38,Morning Briefing: Here's what you need to know to start your day https://t.co/w7pPy7gxgD,Fri Oct 05 10:16:03 +0000 2018,@nytimes
463,0.0,0.0,1.0,0.0,37,"The Hong Kong government plans to force out an editor for the @FinancialTimes, a move that deepens concerns about t… https://t.co/zWt8KLgsQ1",Fri Oct 05 10:00:12 +0000 2018,@nytimes
464,-0.8316,0.302,0.698,0.0,36,"Nadia Murad, who had been forced into sexual slavery by the Islamic State, embarked on a worldwide campaign that he… https://t.co/k441unnp7v",Fri Oct 05 09:50:00 +0000 2018,@nytimes
465,-0.93,0.39,0.61,0.0,35,"""I have seen what has been done to them. I have heard them tell me that armed attackers raped them and killed their… https://t.co/9ZAalGkuAO",Fri Oct 05 09:40:00 +0000 2018,@nytimes
466,0.0,0.0,1.0,0.0,34,"In Opinion

Seeing the Earth from the moon 50 years ago changed these astronauts forever. In this film, they tell t… https://t.co/zIfA8ZWRbo",Fri Oct 05 09:29:05 +0000 2018,@nytimes
467,-0.5423,0.22,0.78,0.0,33,"RT @nytimesworld: Osaka, Japan, officially severed a sister-city partnership with San Francisco in protest of a “comfort women” monument ht…",Fri Oct 05 09:20:02 +0000 2018,@nytimes
468,0.8591,0.0,0.678,0.322,32,Breaking News: The Nobel Peace Prize was awarded to Denis Mukwege and Nadia Murad for their work to end the use of… https://t.co/yT3p9xZUlX,Fri Oct 05 09:10:12 +0000 2018,@nytimes
469,0.0,0.0,1.0,0.0,31,"Unilever, the consumer products giant, has given up on plans to close its London headquarters https://t.co/FehRMzzmY3",Fri Oct 05 09:00:18 +0000 2018,@nytimes
470,-0.3412,0.124,0.876,0.0,30,"""If 'Seinfeld' was a show about nothing, 'The Good Place' is a show about everything — including, and especially, g… https://t.co/TAPMJIoS8R",Fri Oct 05 08:45:03 +0000 2018,@nytimes
471,-0.4215,0.209,0.697,0.094,29,"A prominent Pakistani journalist has been accused of treason, in a case the country’s press corps says is one of se… https://t.co/1rCvAWorJd",Fri Oct 05 08:30:09 +0000 2018,@nytimes
472,0.1531,0.094,0.787,0.118,28,"In 1980s movies, girls got drunk, spied on, stuffed in car trunks and shopping carts, and laughed at. ""In stories e… https://t.co/AYlNZOALHV",Fri Oct 05 08:15:04 +0000 2018,@nytimes
473,0.4939,0.0,0.862,0.138,27,"It all started as a peaceful civil rights march. 50 years and 3,600 deaths later, the scars of Northern Ireland's T… https://t.co/BTuv0iYTg3",Fri Oct 05 08:00:05 +0000 2018,@nytimes
474,0.3612,0.062,0.806,0.133,26,The United States imposed sanctions against a Turkish company and two of its officers for doing business with North… https://t.co/qTD7W41DZg,Fri Oct 05 07:45:02 +0000 2018,@nytimes
475,0.7351,0.195,0.426,0.379,25,"A rural festival in Australia has become a gathering that ignites love and fights loneliness, where generosity, sup… https://t.co/FmqjeIzJiH",Fri Oct 05 07:30:10 +0000 2018,@nytimes
476,0.0,0.0,1.0,0.0,24,RT @eringriffith: Most celebrity tech investors are men. Priyanka Chopra is about to change that: https://t.co/LCGSS41Ntm,Fri Oct 05 07:13:10 +0000 2018,@nytimes
477,0.0,0.0,1.0,0.0,23,"“Foreign mercenaries will never be allowed in this country,” Afghanistan's president said, indirectly referring to… https://t.co/oNx2tZ8vYv",Fri Oct 05 07:00:04 +0000 2018,@nytimes
478,0.2023,0.0,0.913,0.087,22,The mysterious company known as CEFC China was in the oil business. Now prosecutors say a top official explored ano… https://t.co/kxNwUPKied,Fri Oct 05 06:45:06 +0000 2018,@nytimes
479,-0.4939,0.151,0.849,0.0,21,"When rescuers arrived at the buildings destroyed by an earthquake and tsunami in Palu, Indonesia, they first heard… https://t.co/qjoswa41Qs",Fri Oct 05 06:30:08 +0000 2018,@nytimes
480,-0.7717,0.38,0.494,0.125,20,"In Malaysia, what began as a routine rescue went horribly awry with a shocking swiftness. Six firefighters drowned. https://t.co/RN74gtTC7Q",Fri Oct 05 06:15:07 +0000 2018,@nytimes
481,0.0,0.0,1.0,0.0,19,"Yer a museum exhibit, Harry https://t.co/nRrWVIv88V",Fri Oct 05 06:00:09 +0000 2018,@nytimes
482,-0.7845,0.257,0.743,0.0,18,"RT @MujMash: What explains Ghani gov's sudden anger at Blackwater's Erik Prince? 

We have been following a story on how officials fear Pri…",Fri Oct 05 05:53:54 +0000 2018,@nytimes
483,0.4767,0.0,0.86,0.14,17,"Thousands of immigrants from El Salvador, Haiti, Nicaragua and Sudan are breathing sighs of relief: For now, they c… https://t.co/TbVpQZbjju",Fri Oct 05 05:45:03 +0000 2018,@nytimes
484,-0.1027,0.062,0.938,0.0,16,"“Once you engineer a virus that spreads by insect, it is hard to imagine how you would ever control it,” one critic… https://t.co/xpFnEckok5",Fri Oct 05 05:30:04 +0000 2018,@nytimes
485,0.4019,0.065,0.791,0.144,15,"In 2015, Leon Lederman, a Nobel Prize-winning physicist, had to sell his medal for $765,000 to pay medical bills https://t.co/YYmtoEoEP8",Fri Oct 05 05:15:04 +0000 2018,@nytimes
486,0.0,0.0,1.0,0.0,14,RT @amyyqin: In what other job would eating everything in sight at a Taiwanese night market be considered work? #lovemyjob My story on Q te…,Fri Oct 05 05:02:03 +0000 2018,@nytimes
487,0.4939,0.0,0.802,0.198,13,"“What they have shown is that certain journals, and perhaps to an extent certain fields, can’t distinguish between… https://t.co/2dLV5YQnPp",Fri Oct 05 04:47:02 +0000 2018,@nytimes
488,-0.296,0.081,0.919,0.0,12,"RT @nytopinion: Only by voting no, by asking Trump to send someone else for it to consider, can the Senate pass its test of institutional c…",Fri Oct 05 04:32:02 +0000 2018,@nytimes
489,-0.4939,0.189,0.811,0.0,11,President Trump mocked former Senator Al Franken for folding “like a wet rag” and quickly resigning last year in th… https://t.co/aZpFHG8XsN,Fri Oct 05 04:17:01 +0000 2018,@nytimes
490,0.7717,0.078,0.641,0.281,10,"Mia Love, the only black Republican woman in Congress, won her last election by nearly 13 points. But Democrats see… https://t.co/1uHAZTCY4e",Fri Oct 05 04:02:05 +0000 2018,@nytimes
491,0.1779,0.115,0.733,0.152,9,"In Opinion

Daniel Willingham writes: ""There’s no good scientific evidence that learning styles actually exist."" https://t.co/TwvXDRfPZQ",Fri Oct 05 03:47:01 +0000 2018,@nytimes
492,0.0,0.0,1.0,0.0,8,Judge Brett Kavanaugh’s op-ed in The Wall Street Journal appeared to be aimed at a handful of lawmakers who remaine… https://t.co/wsA0ikocCF,Fri Oct 05 03:32:01 +0000 2018,@nytimes
493,0.4215,0.0,0.882,0.118,7,"RT @NYTObits: When a deadly blizzard hit Nebraska in 1888, a teacher used quick thinking to get her students to safety. Read Minnie Freeman…",Fri Oct 05 03:17:04 +0000 2018,@nytimes
494,0.7906,0.0,0.731,0.269,6,"In an unusual rebuke from a former member of the Supreme Court, Justice John Paul Stevens said that Judge Brett Kav… https://t.co/dg2RyXPdH5",Fri Oct 05 03:02:05 +0000 2018,@nytimes
495,0.6833,0.0,0.796,0.204,5,RT @jakesilverstein: Rollout of @NYTmag Culture Issue continues today with this beautiful profile of @BarryJenkins by @angelaflournoy (w/ p…,Fri Oct 05 02:51:03 +0000 2018,@nytimes
496,0.0772,0.0,0.933,0.067,4,"10 women are running for New York’s State Senate against another female candidate, the highest number of two-woman… https://t.co/swlyIMETem",Fri Oct 05 02:47:04 +0000 2018,@nytimes
497,0.0,0.0,1.0,0.0,3,"Senator Orrin Hatch, shielded by aides, waved a protester off, telling her and others that he would talk to them “w… https://t.co/JCbZ8RVl0L",Fri Oct 05 02:30:06 +0000 2018,@nytimes
498,0.1774,0.112,0.705,0.183,2,"RT @nytopinion: There is clear, substantial evidence that Brett Kavanaugh has not been honest throughout his confirmation process. But cons…",Fri Oct 05 02:17:02 +0000 2018,@nytimes
499,0.1779,0.0,0.898,0.102,1,What's one of the fastest growing sources of greenhouse gas emissions? A new report says plastics. https://t.co/p92EDjjX2w,Fri Oct 05 02:02:01 +0000 2018,@nytimes
